1730,15967.50,1.25,57,6.40
1736,16042.50,2.50,45,6.40
1741,14841.25,1.25,58,6.25
1746,14616.25,0.00,39,6.25
1751,18243.75,1.25,54,6.11
1757,17528.75,3.75,42,6.70
1762,16481.25,0.00,27,7.76
1767,16010.00,0.00,44,8.70
1772,20571.25,2.50,61,9.02
1777,16612.50,2.50,275,9.35
1783,17138.75,1.25,270,10.18
1788,16868.75,2.50,272,10.69
1793,18046.25,2.50,263,10.69
1798,16067.50,1.25,80,9.84
1804,16172.50,1.25,77,9.19
1809,16052.50,2.50,80,8.54
1814,19660.00,1.25,79,7.45
1819,16638.75,1.25,216,8.23
1824,16471.25,2.50,187,7.76
1830,16830.00,2.50,44,7.30
1835,16897.50,2.50,70,7.00
1840,17362.50,1.25,157,6.70
1845,18468.75,2.50,210,6.40
1851,17450.00,2.50,43,6.40
1856,16880.00,0.00,43,7.30
1861,17207.50,2.50,251,7.15
1866,17891.25,2.50,43,6.55
1871,19052.50,3.75,65,6.55
1877,19035.00,2.50,212,7.60
1882,18926.25,3.75,243,8.07
1887,17917.50,3.75,98,7.76
1892,18327.50,3.75,87,7.60
1898,18111.25,2.50,103,7.00
1903,16303.75,2.50,39,7.30
1908,16072.50,2.50,40,7.00
1913,15112.50,1.25,33,6.85
1919,13540.00,0.00,37,6.70
1924,17246.25,2.50,43,6.25
1929,16856.25,3.75,40,6.25
1934,16441.25,1.25,53,6.25
1939,16501.25,2.50,48,6.11
1945,17098.75,2.50,55,6.11
1950,16055.00,0.00,42,5.96
1955,15521.25,1.25,279,6.11
1960,17113.75,2.50,70,6.11
1966,17508.75,2.50,250,5.96
1971,17173.75,2.50,33,6.11
1976,16532.50,1.25,33,6.25
1981,15112.50,1.25,255,7.15
1987,16452.50,2.50,226,7.45
1992,16462.50,1.25,40,7.15
1997,15855.00,2.50,36,6.85
2002,13576.25,2.50,38,6.70
2007,17243.75,2.50,33,6.55
2013,13988.75,2.50,53,6.55
2018,14527.50,2.50,38,6.70
2023,12098.75,1.25,21,6.70
,6.55
2034,13778.75,0.00,26,6.40
2039,14631.25,1.25,24,6.11
2044,15115.00,1.25,36,6.11
2049,13687.50,2.50,40,5.96
2054,13610.00,1.25,54,5.82
2060,14933.75,1.25,58,5.96
2065,14497.50,1.25,48,6.11
2070,14065.00,2.50,67,6.11
2075,13881.25,0.00,26,5.96
2081,14321.25,1.25,31,6.11
2086,17690.00,1.25,24,6.25
2091,14948.75,2.50,35,6.55
2096,14727.50,2.50,31,6.40
2102,17823.75,1.25,33,7.15
2107,17126.25,1.25,33,6.55
2112,18906.25,2.50,37,6.25
2117,16747.50,2.50,29,6.40
2122,19778.75,2.50,18,6.25
2128,15532.50,1.25,24,6.85
2133,15392.50,1.25,33,7.00
2138,17662.50,3.75,38,7.00
2143,17695.00,3.75,38,7.30
2149,16733.75,2.50,36,7.60
2154,14236.25,1.25,36,7.00
2159,13438.75,1.25,31,6.70
2164,13483.75,1.25,30,6.55
2170,15440.00,0.00,22,6.40
2175,14338.75,2.50,27,6.40
2180,14682.50,3.75,30,6.25
2185,14976.25,1.25,37,6.25
2191,14692.50,1.25,40,6.25
2196,15642.50,1.25,34,6.25
2201,17455.00,3.75,302,7.45
2206,17253.75,1.25,43,7.91
2211,17561.25,1.25,256,8.38
2217,17102.50,1.25,261,8.54
2222,17142.50,2.50,263,8.07
2227,18405.00,2.50,265,7.91
2233,18141.25,1.25,284,8.70
2238,17745.00,1.25,306,9.51
2243,18033.75,1.25,272,10.01
2248,16967.50,1.25,283,10.52
2253,16901.25,1.25,274,10.69
2259,18593.75,3.75,325,10.18
2264,19618.75,1.25,273,10.52
2269,16718.75,2.50,283,10.01
2274,15711.25,1.25,243,9.84
2280,14595.00,1.25,257,9.68
2285,14523.75,1.25,37,9.51
2290,15245.00,1.25,270,9.68
2295,15351.25,2.50,272,9.68
2301,14368.75,1.25,40,8.54
2306,12952.50,1.25,168,8.07
2311,15645.00,2.50,28,7.60
2316,15105.00,1.25,25,7.45
2322,15605.00,1.25,31,7.30
2327,14607.50,1.25,35,7.00
2332,12932.50,0.00,28,7.00
2337,14490.00,1.25,34,6.85
2343,14647.50,0.00,31,6.55
2348,14540.00,2.50,268,6.55
2353,13476.25,1.25,39,6.70
2358,19778.75,5.00,15,6.85
2364,19756.25,2.50,269,7.60
2369,18051.25,2.50,272,8.54
2374,15026.25,1.25,278,9.02
2379,17071.25,1.25,43,8.54
2385,16185.00,2.50,46,8.07
2390,15903.75,1.25,49,7.30
2395,16908.75,2.50,46,6.85
2400,19703.75,1.25,250,7.30
2406,17571.25,2.50,240,7.30
2411,17662.50,1.25,254,7.00
2416,17377.50,1.25,244,6.70
2421,18727.50,3.75,236,6.55
2427,16977.50,2.50,223,6.25
2432,17532.50,3.75,251,6.25
2437,17452.50,1.25,260,6.25
2442,17875.00,1.25,264,6.25
2448,17797.50,1.25,109,6.25
2453,17877.50,1.25,263,6.25
2458,18012.50,1.25,269,6.25
2463,17892.50,1.25,257,6.25
2469,18165.00,2.50,278,6.25
2474,18226.25,1.25,280,6.40
2479,17861.25,1.25,340,6.40
2484,17727.50,2.50,295,6.55
2490,17827.50,0.00,287,6.55
2495,17488.75,1.25,297,6.40
2500,18211.25,3.75,311,6.55
2505,18220.00,2.50,310,7.30
2511,18626.25,1.25,306,7.00
2516,17961.25,3.75,331,6.85
2521,18831.25,1.25,325,7.45
2526,18402.50,2.50,48,6.85
2532,18628.75,5.00,48,6.55
2537,19845.00,5.00,284,7.15
2542,19842.50,1.25,285,8.23
2547,18486.25,2.50,287,8.70
2553,19763.75,3.75,290,8.86
2558,19767.50,3.75,274,8.86
2563,19831.25,1.25,275,8.86
2568,19776.25,1.25,276,8.86
2574,19915.00,1.25,47,8.23
2579,19972.50,3.75,323,8.54
2584,20098.75,3.75,327,8.86
2589,20183.75,3.75,358,8.86
2595,18752.50,2.50,308,9.19
2600,20165.00,2.50,35,8.86
2605,19833.75,1.25,43,8.70
2611,17478.75,1.25,45,7.76
2616,19987.50,3.75,303,7.60
2621,19941.25,2.50,313,8.23
2626,20066.25,2.50,308,8.54
2632,20020.00,1.25,331,8.54
2637,19942.50,2.50,306,8.86
2642,19900.00,1.25,315,9.35
2647,19905.00,0.00,301,9.02
2653,19957.50,3.75,247,8.86
2658,19931.25,2.50,48,8.07
2663,20287.50,2.50,336,8.38
2668,20417.50,3.75,294,8.38
2674,20027.50,2.50,300,8.70
2679,20715.00,3.75,300,9.02
2684,20596.25,3.75,297,9.19
2689,19997.50,2.50,293,8.86
2695,20236.25,1.25,288,9.19
2700,20243.75,2.50,297,9.35
2705,20565.00,2.50,309,9.51
2710,20830.00,2.50,305,9.35
2716,20216.25,2.50,314,8.86
2721,20335.00,1.25,314,8.54
2726,20062.50,5.00,274,8.07
2731,20503.75,2.50,53,7.30
2737,20848.75,3.75,52,7.30
2742,20276.25,2.50,318,8.07
2747,19072.50,3.75,313,8.38
2752,17853.75,2.50,312,8.38
2758,19972.50,1.25,315,8.38
2763,20488.75,3.75,313,7.91
2768,20433.75,1.25,322,8.38
2774,20745.00,1.25,320,8.86
2779,20026.25,5.00,322,8.86
2784,20252.50,2.50,319,8.86
2789,19990.00,2.50,324,9.35
2795,20196.25,2.50,314,9.35
2800,20107.50,3.75,327,9.51
2805,20032.50,2.50,310,9.68
2810,20172.50,1.25,313,9.68
2816,20141.25,3.75,321,10.18
2821,20085.00,2.50,321,10.01
2826,20712.50,2.50,324,9.68
2831,20198.75,2.50,322,9.35
2837,20853.75,3.75,326,9.19
2842,20787.50,2.50,326,9.02
2847,20021.25,3.75,327,9.35
2852,20835.00,1.25,328,9.35
2858,20822.50,3.75,326,9.19
2863,20676.25,2.50,326,9.19
2868,20806.25,0.00,326,9.35
2874,20808.75,2.50,325,9.35
2879,20798.75,3.75,326,9.19
2884,20796.25,1.25,327,9.35
2889,20802.50,3.75,326,9.19
2895,20806.25,3.75,328,9.19
2900,20801.25,3.75,330,9.35
2905,20788.75,2.50,329,9.35
2910,20792.50,2.50,327,9.68
2916,20788.75,2.50,329,9.19
2921,20780.00,5.00,328,9.19
2926,20778.75,3.75,331,9.19
2931,20773.75,1.25,332,9.02
2937,20208.75,2.50,333,8.86
2942,20788.75,3.75,333,8.70
2947,20806.25,3.75,332,8.38
2953,20806.25,2.50,333,8.38
2958,20778.75,1.25,334,8.54
2963,20806.25,3.75,337,8.38
2968,20830.00,3.75,339,8.38
2974,20818.75,3.75,337,8.54
2979,20820.00,2.50,332,8.70
2984,20818.75,2.50,338,8.70
2989,20825.00,2.50,339,8.54
2995,20827.50,2.50,338,8.70
3000,20812.50,3.75,337,8.86
3005,20798.75,2.50,337,8.70
3010,20796.25,3.75,336,8.86
3016,20798.75,5.00,334,9.02
3021,20785.00,2.50,333,9.35
3026,20791.25,2.50,334,9.35
3032,20807.50,2.50,338,9.51
3037,20797.50,3.75,338,9.35
3042,20813.75,2.50,340,9.19
3047,20820.00,3.75,341,9.02
3053,20801.25,2.50,345,8.54
3058,20796.25,2.50,335,8.54
3063,20795.00,1.25,337,8.86
3068,20816.25,1.25,339,8.86
3074,20806.25,2.50,340,8.70
3079,20806.25,2.50,344,9.02
3084,20805.00,3.75,343,9.19
3090,20785.00,3.75,335,9.35
3095,20796.25,3.75,339,9.35
3100,20793.75,2.50,340,9.68
3105,20781.25,2.50,338,9.68
3111,20776.25,2.50,335,9.51
3116,20757.50,3.75,330,9.68
3121,20713.75,3.75,330,9.35
3126,20708.75,3.75,321,9.19
3132,20713.75,3.75,320,9.02
3137,20716.25,2.50,318,9.02
3142,20697.50,2.50,320,9.19
3148,20713.75,1.25,319,9.19
3153,20701.25,5.00,320,9.51
3158,20702.50,5.00,318,9.84
3163,20706.25,3.75,320,9.84
3169,20713.75,1.25,321,9.84
3174,20717.50,1.25,317,9.68
3179,20755.00,2.50,330,9.35
3184,20743.75,2.50,323,9.35
3190,20143.75,3.75,333,9.19
3195,19857.50,2.50,325,9.19
3200,20680.00,0.00,320,9.19
3206,20511.25,2.50,320,9.35
3211,20593.75,3.75,319,9.35
3216,20415.00,3.75,323,9.51
3221,20723.75,1.25,321,9.68
3227,19943.75,3.75,322,9.84
3232,20598.75,3.75,321,9.51
3237,20258.75,2.50,326,9.35
3243,20777.50,2.50,329,9.19
3248,19841.25,2.50,325,8.70
3253,20098.75,1.25,51,8.07
3258,20230.00,2.50,48,7.15
3264,20800.00,2.50,49,6.85
3269,20782.50,2.50,332,7.60
3274,20806.25,5.00,332,7.91
3279,20797.50,3.75,332,8.07
3285,20818.75,2.50,332,8.23
3290,20601.25,1.25,329,7.91
3295,20208.75,1.25,48,7.15
3301,20786.25,1.25,189,7.00
3306,20806.25,3.75,329,7.76
3311,20037.50,3.75,332,8.38
3316,20228.75,2.50,331,8.86
3322,19961.25,2.50,329,9.02
3327,20736.25,3.75,326,9.02
3332,20276.25,2.50,47,8.70
3338,20021.25,3.75,329,8.07
3343,20797.50,2.50,331,8.07
3348,20376.25,2.50,334,8.07
3353,19980.00,2.50,331,8.23
3359,20093.75,1.25,332,8.54
3364,20810.00,3.75,334,8.70
3369,20818.75,2.50,333,8.86
3375,20806.25,2.50,336,9.35
3380,20817.50,2.50,344,9.68
3385,20843.75,2.50,331,9.68
3390,20805.00,3.75,338,9.35
3396,20828.75,2.50,343,9.19
3401,20856.25,2.50,352,9.02
3406,20858.75,3.75,354,8.86
3411,20852.50,1.25,357,8.86
3417,20853.75,2.50,358,8.70
3422,20872.50,3.75,362,8.54
3427,20865.00,1.25,364,8.70
3433,20861.25,2.50,363,8.54
3438,20871.25,3.75,363,8.86
3443,20872.50,2.50,366,9.02
3448,20873.75,3.75,367,9.02
3454,20827.50,1.25,356,8.86
3459,20811.25,2.50,353,9.02
3464,20811.25,2.50,351,9.35
3470,20801.25,3.75,347,9.51
3475,20805.00,3.75,358,9.35
3480,20796.25,2.50,356,9.35
3485,20777.50,2.50,351,9.51
3491,20808.75,1.25,354,9.84
3496,20793.75,2.50,354,9.68
3501,20800.00,2.50,358,9.51
3507,20812.50,3.75,352,9.35
3512,20817.50,2.50,358,9.19
3517,20840.00,3.75,350,9.35
3522,20786.25,2.50,349,9.35
3528,20803.75,2.50,355,9.19
3533,20801.25,3.75,353,9.19
3538,20830.00,3.75,362,9.19
3544,20830.00,2.50,355,9.35
3549,20803.75,2.50,365,9.19
3554,20812.50,2.50,355,9.02
3559,20786.25,3.75,357,9.19
3565,20815.00,3.75,359,9.35
3570,20840.00,3.75,363,9.02
3575,20837.50,2.50,364,9.02
3581,20833.75,2.50,364,9.19
3586,20857.50,2.50,367,9.35
3591,20831.25,1.25,366,9.35
3597,20817.50,1.25,361,9.68
3602,20816.25,3.75,364,10.01
3607,20826.25,3.75,359,10.18
3612,20828.75,1.25,360,10.18
3618,20808.75,2.50,364,9.84
3623,20813.75,3.75,358,9.51
3628,20812.50,2.50,359,9.35
3634,20826.25,2.50,357,9.35
3639,20811.25,3.75,360,9.35
3644,20490.00,2.50,357,9.19
3650,20810.00,2.50,53,9.19
3655,20830.00,2.50,366,9.19
3660,20823.75,2.50,362,9.19
3665,20818.75,3.75,354,9.51
3671,20368.75,2.50,360,9.35
3676,20776.25,2.50,355,9.35
3681,20798.75,2.50,358,9.19
3687,20820.00,2.50,361,9.02
3692,20808.75,3.75,362,9.35
3697,20788.75,2.50,362,9.35
3703,20001.25,1.25,359,9.51
3708,20162.50,1.25,356,9.35
3713,20138.75,0.00,349,9.51
3718,20447.50,3.75,359,9.68
3724,20855.00,2.50,383,9.51
3729,17476.25,2.50,378,9.68
3734,16725.00,2.50,80,8.38
3740,17260.00,1.25,61,7.60
3745,17726.25,2.50,106,8.07
3750,17743.75,3.75,80,7.76
3755,17962.50,1.25,74,7.45
3761,17763.75,0.00,97,7.91
3766,18207.50,3.75,79,8.38
3771,16897.50,2.50,109,8.38
3777,16433.75,2.50,58,8.23
3782,17642.50,1.25,65,8.38
3787,17863.75,1.25,105,8.38
3793,18241.25,2.50,115,8.70
3798,18060.00,3.75,117,9.19
3803,18355.00,1.25,121,9.19
3808,17971.25,2.50,103,9.02
3814,17201.25,2.50,134,8.38
3819,17618.75,1.25,75,7.91
3824,17567.50,2.50,87,7.45
3830,18147.50,2.50,83,8.23
3835,16467.50,1.25,86,8.23
3840,17550.00,1.25,97,8.07
3846,17581.25,3.75,82,8.23
3851,17638.75,2.50,84,8.38
3856,17496.25,1.25,83,8.23
3861,17421.25,2.50,81,7.76
3867,17261.25,2.50,81,8.38
3872,16866.25,2.50,79,8.38
3877,17500.00,1.25,102,8.38
3883,17365.00,2.50,85,8.38
3888,17401.25,1.25,80,7.91
3893,17365.00,2.50,70,8.23
3899,17627.50,3.75,101,8.54
3904,17826.25,3.75,95,8.38
3909,17521.25,2.50,82,8.38
3915,17431.25,1.25,81,8.70
3920,17378.75,2.50,81,8.38
3925,17433.75,2.50,80,8.70
3930,17375.00,2.50,80,8.23
3936,17501.25,1.25,80,8.38
3941,17480.00,1.25,82,8.54
3946,17508.75,2.50,82,8.38
3952,17475.00,1.25,81,7.91
3957,17418.75,1.25,81,8.23
3962,17392.50,1.25,81,8.70
3968,17418.75,3.75,81,8.23
3973,17275.00,2.50,80,8.54
3978,17260.00,1.25,78,8.07
3983,17425.00,2.50,80,8.23
3989,17427.50,2.50,81,7.76
3994,17455.00,1.25,81,7.91
3999,17600.00,2.50,83,8.07
4005,17602.50,2.50,84,8.23
4010,17602.50,2.50,84,8.23
4015,17626.25,1.25,84,8.38
4021,17641.25,2.50,84,8.54
4026,17652.50,3.75,84,8.23
4031,17587.50,1.25,84,8.07
4037,17623.75,1.25,85,7.76
4042,17625.00,2.50,84,7.91
4047,17620.00,2.50,84,8.07
4052,17623.75,2.50,84,8.23
4058,17625.00,2.50,84,8.70
4063,17627.50,2.50,84,8.38
4068,17587.50,1.25,84,8.54
4074,17577.50,1.25,83,8.23
4079,17506.25,1.25,83,8.23
4084,17383.75,1.25,80,7.91
4090,17458.75,1.25,81,8.23
4095,17462.50,3.75,82,8.70
4100,17462.50,2.50,82,9.19
4106,17647.50,2.50,81,8.07
4111,17686.25,2.50,85,8.07
4116,17708.75,1.25,86,8.23
4121,17645.00,1.25,86,8.07
4127,17648.75,2.50,85,7.76
4132,17633.75,2.50,85,7.76
4137,17443.75,2.50,84,8.07
4143,17390.00,2.50,83,8.23
4148,17543.75,3.75,81,7.91
4153,17533.75,2.50,83,8.23
4159,17551.25,2.50,83,8.23
4164,17525.00,1.25,83,8.86
4169,17515.00,3.75,83,8.38
4175,17545.00,2.50,82,8.23
4180,17515.00,2.50,83,8.38
4185,17511.25,1.25,83,8.54
4191,17526.25,2.50,83,8.86
4196,17500.00,1.25,83,8.86
4201,17505.00,2.50,83,9.19
4206,17410.00,2.50,81,8.70
4212,17486.25,1.25,81,7.45
4217,17692.50,2.50,84,8.23
4222,17645.00,2.50,86,8.70
4228,17658.75,2.50,85,8.23
4233,17665.00,1.25,85,8.07
4238,17673.75,2.50,85,7.91
4244,17717.50,2.50,86,7.76
4249,17817.50,1.25,88,8.23
4254,17783.75,1.25,89,9.02
4260,17643.75,2.50,85,8.54
4265,17633.75,0.00,85,8.54
4270,17645.00,3.75,85,8.70
4276,17642.50,3.75,85,8.23
4281,17645.00,2.50,85,8.38
4286,17640.00,2.50,85,8.86
4291,17672.50,2.50,85,8.54
4297,17660.00,2.50,86,9.02
4302,17652.50,1.25,86,9.51
4307,17666.25,2.50,86,9.68
4313,17671.25,0.00,87,9.19
4318,17662.50,1.25,86,9.35
4323,17645.00,1.25,86,9.35
4329,17647.50,1.25,86,9.84
4334,17650.00,1.25,86,9.68
4339,17632.50,2.50,85,9.35
4345,17637.50,2.50,86,9.19
4350,17643.75,2.50,86,9.02
4355,17638.75,1.25,86,9.02
4361,17693.75,1.25,86,8.54
